Component	CO2_FF	CO2_AFOLU	CH4	N2O	SO2	CFC-11	CFC-12	CFC-113	CFC-114	CFC-115	CH3Br	CCl4	CH3CCl3	HCFC-22	HCFC-141b	HCFC-123	HCFC-142b	H-1211	H-1301	H-2402	HFC125	HFC134a	HFC143a	HFC227ea	HFC23	HFC245fa	HFC32	HFC4310mee	C2F6	C6F14	CF4	SF6	NOx	CO	NMVOC	NH3	BMB_AEROS_BC	BMB_AEROS_OC	BC	OC	CFC-13	HCFC-124	HCFC-133a	HFC152a	HFC365mfc	HFC236fa	C3F8	C4F8	C4F10	NF3	SO2F2
Unit 	 Pg_C	Pg_C	Tg	Tg_N	Tg_S	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Mt_N	Mt	Mt	Mt	Tg	Tg	Tg	Tg  Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg
Description 	 fossil_fuel 	 landuse 	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total  total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total  
Reference	ssp245	ssp245	ssp245	ssp245	ssp245	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	No data	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	
2126	3.2652437	-0.62837371	265.157544	5.38071756	12.94176275	0.914872	0.00992	0.0	0.0	0.05668624	93.96257067	0.20344267	0.0	0.00746441	0.9922914	0.0	0.01730183	0.00661333	0.04430933	0.006696	172.30061227	127.07751467	67.42590933	1.99188268	0.0	26.56163411	0.0	0.22261811	0.387376	0.08637491	2.68184737	0.65488533	20.35907596	356.45418137	106.75812342	62.81920591	1.0705356	10.02114731	1.33076467	3.85338874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2127	3.23891109	-0.60219147	264.00387505	5.3740619	12.84559904	0.907494	0.00984	0.0	0.0	0.05622909	93.204808	0.201802	0.0	0.00740421	0.98428905	0.0	0.01716229	0.00656	0.043952	0.006642	170.9110912	126.052696	66.882152	1.97581911	0.0	26.34742738	0.0	0.2208228	0.384252	0.08567834	2.66021956	0.649604	20.2337171	355.35929204	106.22194546	62.72111472	1.0705356	10.02114731	1.32116251	3.82780683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2128	3.21257848	-0.57600924	262.8502061	5.36740624	12.74943532	0.900116	0.00976	0.0	0.0	0.05577194	92.44704533	0.20016133	0.0	0.00734401	0.9762867	0.0	0.01702276	0.00650667	0.04359467	0.006588	169.52157013	125.02787733	66.33839467	1.95975554	0.0	26.13322065	0.0	0.21902749	0.381128	0.08498177	2.63859176	0.64432267	20.10835824	354.26440272	105.68576749	62.62302353	1.0705356	10.02114731	1.31156034	3.80222492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2129	3.18624587	-0.549827	261.69653716	5.36075058	12.65327161	0.892738	0.00968	0.0	0.0	0.05531479	91.68928267	0.19852067	0.0	0.00728382	0.96828435	0.0	0.01688323	0.00645333	0.04323733	0.006534	168.13204907	124.00305867	65.79463733	1.94369197	0.0	25.91901393	0.0	0.21723219	0.378004	0.0842852	2.61696396	0.63904133	19.98299938	353.16951339	105.14958953	62.52493233	1.0705356	10.02114731	1.30195818	3.77664301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2130	3.15991326	-0.52364476	260.54286821	5.35409493	12.55710789	0.88536	0.0096	0.0	0.0	0.05485765	90.93152	0.19688	0.0	0.00722362	0.960282	0.0	0.0167437	0.0064	0.04288	0.00648	166.742528	122.97824	65.25088	1.9276284	0.0	25.7048072	0.0	0.21543688	0.37488	0.08358862	2.59533616	0.63376	19.85764052	352.07462406	104.61341157	62.42684114	1.0705356	10.02114731	1.29235601	3.75106111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2131	3.13358065	-0.49746252	259.38919926	5.34743927	12.46094418	0.877982	0.00952	0.0	0.0	0.0544005	90.17375733	0.19523933	0.0	0.00716342	0.95227965	0.0	0.01660417	0.00634667	0.04252267	0.006426	165.35300693	121.95342133	64.70712267	1.91156483	0.0	25.49060047	0.0	0.21364157	0.371756	0.08289205	2.57370836	0.62847867	19.73228166	350.97973474	104.0772336	62.32874995	1.0705356	10.02114731	1.28275385	3.7254792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2132	3.10724804	-0.47128028	258.23553032	5.34078361	12.36478046	0.870604	0.00944	0.0	0.0	0.05394335	89.41599467	0.19359867	0.0	0.00710323	0.9442773	0.0	0.01646464	0.00629333	0.04216533	0.006372	163.96348587	120.92860267	64.16336533	1.89550126	0.0	25.27639375	0.0	0.21184627	0.368632	0.08219548	2.55208056	0.62319733	19.6069228	349.88484541	103.54105564	62.23065876	1.0705356	10.02114731	1.27315168	3.69989729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2133	3.08091543	-0.44509805	257.08186137	5.33412795	12.26861675	0.863226	0.00936	0.0	0.0	0.05348621	88.658232	0.191958	0.0	0.00704303	0.93627495	0.0	0.01632511	0.00624	0.041808	0.006318	162.5739648	119.903784	63.619608	1.87943769	0.0	25.06218702	0.0	0.21005096	0.365508	0.08149891	2.53045276	0.617916	19.48156394	348.78995608	103.00487768	62.13256756	1.0705356	10.02114731	1.26354952	3.67431538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2134	3.05458282	-0.41891581	255.92819242	5.32747229	12.17245303	0.855848	0.00928	0.0	0.0	0.05302906	87.90046933	0.19031733	0.0	0.00698283	0.9282726	0.0	0.01618558	0.00618667	0.04145067	0.006264	161.18444373	118.87896533	63.07585067	1.86337412	0.0	24.84798029	0.0	0.20825565	0.362384	0.08080234	2.50882495	0.61263467	19.35620508	347.69506676	102.46869971	62.03447637	1.0705356	10.02114731	1.25394735	3.64873348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2135	3.02825021	-0.39273357	254.77452348	5.32081663	12.07628932	0.84847	0.0092	0.0	0.0	0.05257191	87.14270667	0.18867667	0.0	0.00692264	0.92027025	0.0	0.01604605	0.00613333	0.04109333	0.00621	159.79492267	117.85414667	62.53209333	1.84731055	0.0	24.63377357	0.0	0.20646034	0.35926	0.08010576	2.48719715	0.60735333	19.23084622	346.60017743	101.93252175	61.93638518	1.0705356	10.02114731	1.24434519	3.62315157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2136	3.00191759	-0.36655133	253.62085453	5.31416097	11.9801256	0.841092	0.00912	0.0	0.0	0.05211476	86.384944	0.187036	0.0	0.00686244	0.9122679	0.0	0.01590652	0.00608	0.040736	0.006156	158.4054016	116.829328	61.988336	1.83124698	0.0	24.41956684	0.0	0.20466504	0.356136	0.07940919	2.46556935	0.602072	19.10548736	345.5052881	101.39634379	61.83829399	1.0705356	10.02114731	1.23474302	3.59756966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2137	2.97558498	-0.34036909	252.46718558	5.30750531	11.88396189	0.833714	0.00904	0.0	0.0	0.05165762	85.62718133	0.18539533	0.0	0.00680224	0.90426555	0.0	0.01576699	0.00602667	0.04037867	0.006102	157.01588053	115.80450933	61.44457867	1.81518341	0.0	24.20536011	0.0	0.20286973	0.353012	0.07871262	2.44394155	0.59679067	18.9801285	344.41039878	100.86016582	61.74020279	1.0705356	10.02114731	1.22514086	3.57198775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2138	2.94925237	-0.31418686	251.31351664	5.30084965	11.78779817	0.826336	0.00896	0.0	0.0	0.05120047	84.86941867	0.18375467	0.0	0.00674205	0.8962632	0.0	0.01562746	0.00597333	0.04002133	0.006048	155.62635947	114.77969067	60.90082133	1.79911984	0.0	23.99115339	0.0	0.20107442	0.349888	0.07801605	2.42231375	0.59150933	18.85476964	343.31550945	100.32398786	61.6421116	1.0705356	10.02114731	1.2155387	3.54640584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2139	2.92291976	-0.28800462	250.15984769	5.29419399	11.69163446	0.818958	0.00888	0.0	0.0	0.05074332	84.111656	0.182114	0.0	0.00668185	0.88826085	0.0	0.01548792	0.00592	0.039664	0.005994	154.2368384	113.754872	60.357064	1.78305627	0.0	23.77694666	0.0	0.19927911	0.346764	0.07731948	2.40068595	0.586228	18.72941078	342.22062012	99.7878099	61.54402041	1.0705356	10.02114731	1.20593653	3.52082394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2140	2.89658715	-0.26182238	249.00617874	5.28753833	11.59547074	0.81158	0.0088	0.0	0.0	0.05028618	83.35389333	0.18047333	0.0	0.00662165	0.8802585	0.0	0.01534839	0.00586667	0.03930667	0.00594	152.84731733	112.73005333	59.81330667	1.7669927	0.0	23.56273993	0.0	0.19748381	0.34364	0.07662291	2.37905815	0.58094667	18.60405192	341.1257308	99.25163193	61.44592922	1.0705356	10.02114731	1.19633437	3.49524203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2141	2.87025454	-0.23564014	247.8525098	5.28088267	11.49930703	0.804202	0.00872	0.0	0.0	0.04982903	82.59613067	0.17883267	0.0	0.00656146	0.87225615	0.0	0.01520886	0.00581333	0.03894933	0.005886	151.45779627	111.70523467	59.26954933	1.75092913	0.0	23.34853321	0.0	0.1956885	0.340516	0.07592633	2.35743035	0.57566533	18.47869306	340.03084147	98.71545397	61.34783802	1.0705356	10.02114731	1.1867322	3.46966012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2142	2.84392193	-0.2094579	246.69884085	5.27422701	11.40314331	0.796824	0.00864	0.0	0.0	0.04937188	81.838368	0.177192	0.0	0.00650126	0.8642538	0.0	0.01506933	0.00576	0.038592	0.005832	150.0682752	110.680416	58.725792	1.73486556	0.0	23.13432648	0.0	0.19389319	0.337392	0.07522976	2.33580254	0.570384	18.3533342	338.93595214	98.17927601	61.24974683	1.0705356	10.02114731	1.17713004	3.44407821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2143	2.81758932	-0.18327567	245.5451719	5.26757135	11.3069796	0.789446	0.00856	0.0	0.0	0.04891474	81.08060533	0.17555133	0.0	0.00644106	0.85625145	0.0	0.0149298	0.00570667	0.03823467	0.005778	148.67875413	109.65559733	58.18203467	1.71880199	0.0	22.92011975	0.0	0.19209788	0.334268	0.07453319	2.31417474	0.56510267	18.22797534	337.84106282	97.64309804	61.15165564	1.0705356	10.02114731	1.16752787	3.41849631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2144	2.79125671	-0.15709343	244.39150296	5.26091569	11.21081588	0.782068	0.00848	0.0	0.0	0.04845759	80.32284267	0.17391067	0.0	0.00638087	0.8482491	0.0	0.01479027	0.00565333	0.03787733	0.005724	147.28923307	108.63077867	57.63827733	1.70273842	0.0	22.70591303	0.0	0.19030258	0.331144	0.07383662	2.29254694	0.55982133	18.10261648	336.74617349	97.10692008	61.05356444	1.0705356	10.02114731	1.15792571	3.3929144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2145	2.7649241	-0.13091119	243.23783401	5.25426004	11.11465217	0.77469	0.0084	0.0	0.0	0.04800044	79.56508	0.17227	0.0	0.00632067	0.84024675	0.0	0.01465074	0.0056	0.03752	0.00567	145.899712	107.60596	57.09452	1.68667485	0.0	22.4917063	0.0	0.18850727	0.32802	0.07314005	2.27091914	0.55454	17.97725762	335.65128416	96.57074212	60.95547325	1.0705356	10.02114731	1.14832354	3.36733249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2146	2.73859149	-0.10472895	242.08416506	5.24760438	11.01848845	0.767312	0.00832	0.0	0.0	0.04754329	78.80731733	0.17062933	0.0	0.00626047	0.8322444	0.0	0.01451121	0.00554667	0.03716267	0.005616	144.51019093	106.58114133	56.55076267	1.67061128	0.0	22.27749957	0.0	0.18671196	0.324896	0.07244347	2.24929134	0.54925867	17.85189876	334.55639484	96.03456415	60.85738206	1.0705356	10.02114731	1.13872138	3.34175058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2147	2.71225888	-0.07854671	240.93049612	5.24094872	10.92232474	0.759934	0.00824	0.0	0.0	0.04708615	78.04955467	0.16898867	0.0	0.00620027	0.82424205	0.0	0.01437168	0.00549333	0.03680533	0.005562	143.12066987	105.55632267	56.00700533	1.65454771	0.0	22.06329285	0.0	0.18491666	0.321772	0.0717469	2.22766354	0.54397733	17.7265399	333.46150551	95.49838619	60.75929087	1.0705356	10.02114731	1.12911921	3.31616868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2148	2.68592627	-0.05236448	239.77682717	5.23429306	10.82616102	0.752556	0.00816	0.0	0.0	0.046629	77.291792	0.167348	0.0	0.00614008	0.8162397	0.0	0.01423215	0.00544	0.036448	0.005508	141.7311488	104.531504	55.463248	1.63848414	0.0	21.84908612	0.0	0.18312135	0.318648	0.07105033	2.20603574	0.538696	17.60118104	332.36661618	94.96220823	60.66119967	1.0705356	10.02114731	1.11951705	3.29058677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2149	2.65959366	-0.02618224	238.62315822	5.2276374	10.72999731	0.745178	0.00808	0.0	0.0	0.04617185	76.53402933	0.16570733	0.0	0.00607988	0.80823735	0.0	0.01409262	0.00538667	0.03609067	0.005454	140.34162773	103.50668533	54.91949067	1.62242057	0.0	21.63487939	0.0	0.18132604	0.315524	0.07035376	2.18440793	0.53341467	17.47582218	331.27172686	94.42603026	60.56310848	1.0705356	10.02114731	1.10991488	3.26500486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2150	2.63326105	0.0	237.46948928	5.22098174	10.63383359	0.7378	0.008	0.0	0.0	0.04571471	75.77626667	0.16406667	0.0	0.00601968	0.800235	0.0	0.01395309	0.00533333	0.03573333	0.0054	138.95210667	102.48186667	54.37573333	1.606357	0.0	21.42067267	0.0	0.17953073	0.3124	0.06965719	2.16278013	0.52813333	17.35046332	330.17683753	93.8898523	60.46501729	1.0705356	10.02114731	1.10031272	3.23942295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2151	2.60692844	0.0	236.31582033	5.21432608	10.53766988	0.730422	0.00792	0.0	0.0	0.04525756	75.018504	0.162426	0.0	0.00595949	0.79223265	0.0	0.01381355	0.00528	0.035376	0.005346	137.5625856	101.457048	53.831976	1.59029343	0.0	21.20646594	0.0	0.17773543	0.309276	0.06896061	2.14115233	0.522852	17.22510446	329.0819482	93.35367434	60.3669261	1.0705356	10.02114731	1.09071056	3.21384105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2152	2.58059583	0.0	235.16215138	5.20767042	10.44150616	0.723044	0.00784	0.0	0.0	0.04480041	74.26074133	0.16078533	0.0	0.00589929	0.7842303	0.0	0.01367402	0.00522667	0.03501867	0.005292	136.17306453	100.43222933	53.28821867	1.57422986	0.0	20.99225921	0.0	0.17594012	0.306152	0.06826404	2.11952453	0.51757067	17.0997456	327.98705888	92.81749637	60.2688349	1.0705356	10.02114731	1.08110839	3.18825914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2153	2.55426322	0.0	234.00848244	5.20101476	10.34534245	0.715666	0.00776	0.0	0.0	0.04434326	73.50297867	0.15914467	0.0	0.00583909	0.77622795	0.0	0.01353449	0.00517333	0.03466133	0.005238	134.78354347	99.40741067	52.74446133	1.55816629	0.0	20.77805249	0.0	0.17414481	0.303028	0.06756747	2.09789673	0.51228933	16.97438674	326.89216955	92.28131841	60.17074371	1.0705356	10.02114731	1.07150623	3.16267723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2154	2.52793061	0.0	232.85481349	5.1943591	10.24917873	0.708288	0.00768	0.0	0.0	0.04388612	72.745216	0.157504	0.0	0.0057789	0.7682256	0.0	0.01339496	0.00512	0.034304	0.005184	133.3940224	98.382592	52.200704	1.54210272	0.0	20.56384576	0.0	0.1723495	0.299904	0.0668709	2.07626893	0.507008	16.84902788	325.79728022	91.74514045	60.07265252	1.0705356	10.02114731	1.06190406	3.13709532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2155	2.501598	0.0	231.70114454	5.18770344	10.15301502	0.70091	0.0076	0.0	0.0	0.04342897	71.98745333	0.15586333	0.0	0.0057187	0.76022325	0.0	0.01325543	0.00506667	0.03394667	0.00513	132.00450133	97.35777333	51.65694667	1.52603915	0.0	20.34963903	0.0	0.1705542	0.29678	0.06617433	2.05464113	0.50172667	16.72366902	324.7023909	91.20896248	59.97456132	1.0705356	10.02114731	1.0523019	3.11151341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2156	2.47526538	0.0	230.5474756	5.18104778	10.0568513	0.693532	0.00752	0.0	0.0	0.04297182	71.22969067	0.15422267	0.0	0.0056585	0.7522209	0.0	0.0131159	0.00501333	0.03358933	0.005076	130.61498027	96.33295467	51.11318933	1.50997558	0.0	20.13543231	0.0	0.16875889	0.293656	0.06547776	2.03301333	0.49644533	16.59831016	323.60750157	90.67278452	59.87647013	1.0705356	10.02114731	1.04269973	3.08593151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2157	2.44893277	0.0	229.39380665	5.17439212	9.96068759	0.686154	0.00744	0.0	0.0	0.04251468	70.471928	0.152582	0.0	0.00559831	0.74421855	0.0	0.01297637	0.00496	0.033232	0.005022	129.2254592	95.308136	50.569432	1.49391201	0.0	19.92122558	0.0	0.16696358	0.290532	0.06478118	2.01138552	0.491164	16.4729513	322.51261224	90.13660656	59.77837894	1.0705356	10.02114731	1.03309757	3.0603496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2158	2.42260016	0.0	228.2401377	5.16773646	9.86452387	0.678776	0.00736	0.0	0.0	0.04205753	69.71416533	0.15094133	0.0	0.00553811	0.7362162	0.0	0.01283684	0.00490667	0.03287467	0.004968	127.83593813	94.28331733	50.02567467	1.47784844	0.0	19.70701885	0.0	0.16516827	0.287408	0.06408461	1.98975772	0.48588267	16.34759244	321.41772292	89.60042859	59.68028775	1.0705356	10.02114731	1.0234954	3.03476769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2159	2.39626755	0.0	227.08646876	5.1610808	9.76836016	0.671398	0.00728	0.0	0.0	0.04160038	68.95640267	0.14930067	0.0	0.00547791	0.72821385	0.0	0.01269731	0.00485333	0.03251733	0.004914	126.44641707	93.25849867	49.48191733	1.46178487	0.0	19.49281213	0.0	0.16337297	0.284284	0.06338804	1.96812992	0.48060133	16.22223358	320.32283359	89.06425063	59.58219655	1.0705356	10.02114731	1.01389324	3.00918578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2160	2.36993494	0.0	225.93279981	5.15442515	9.67219644	0.66402	0.0072	0.0	0.0	0.04114324	68.19864	0.14766	0.0	0.00541772	0.7202115	0.0	0.01255778	0.0048	0.03216	0.00486	125.056896	92.23368	48.93816	1.4457213	0.0	19.2786054	0.0	0.16157766	0.28116	0.06269147	1.94650212	0.47532	16.09687472	319.22794426	88.52807267	59.48410536	1.0705356	10.02114731	1.00429107	2.98360388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2161	2.34360233	0.0	224.77913086	5.14776949	9.57603273	0.656642	0.00712	0.0	0.0	0.04068609	67.44087733	0.14601933	0.0	0.00535752	0.71220915	0.0	0.01241825	0.00474667	0.03180267	0.004806	123.66737493	91.20886133	48.39440267	1.42965773	0.0	19.06439867	0.0	0.15978235	0.278036	0.0619949	1.92487432	0.47003867	15.97151586	318.13305494	87.9918947	59.38601417	1.0705356	10.02114731	0.99468891	2.95802197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2162	2.31726972	0.0	223.62546192	5.14111383	9.47986901	0.649264	0.00704	0.0	0.0	0.04022894	66.68311467	0.14437867	0.0	0.00529732	0.7042068	0.0	0.01227872	0.00469333	0.03144533	0.004752	122.27785387	90.18404267	47.85064533	1.41359416	0.0	18.85019195	0.0	0.15798705	0.274912	0.06129832	1.90324652	0.46475733	15.846157	317.03816561	87.45571674	59.28792298	1.0705356	10.02114731	0.98508674	2.93244006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2163	2.29093711	0.0	222.47179297	5.13445817	9.3837053	0.641886	0.00696	0.0	0.0	0.03977179	65.925352	0.142738	0.0	0.00523713	0.69620445	0.0	0.01213918	0.00464	0.031088	0.004698	120.8883328	89.159224	47.306888	1.39753059	0.0	18.63598522	0.0	0.15619174	0.271788	0.06060175	1.88161872	0.459476	15.72079814	315.94327628	86.91953878	59.18983178	1.0705356	10.02114731	0.97548458	2.90685815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2164	2.2646045	0.0	221.31812402	5.12780251	9.28754158	0.634508	0.00688	0.0	0.0	0.03931465	65.16758933	0.14109733	0.0	0.00517693	0.6882021	0.0	0.01199965	0.00458667	0.03073067	0.004644	119.49881173	88.13440533	46.76313067	1.38146702	0.0	18.42177849	0.0	0.15439643	0.268664	0.05990518	1.85999091	0.45419467	15.59543928	314.84838696	86.38336081	59.09174059	1.0705356	10.02114731	0.96588242	2.88127625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2165	2.23827189	0.0	220.16445508	5.12114685	9.19137787	0.62713	0.0068	0.0	0.0	0.0388575	64.40982667	0.13945667	0.0	0.00511673	0.68019975	0.0	0.01186012	0.00453333	0.03037333	0.00459	118.10929067	87.10958667	46.21937333	1.36540345	0.0	18.20757177	0.0	0.15260112	0.26554	0.05920861	1.83836311	0.44891333	15.47008042	313.75349763	85.84718285	58.9936494	1.0705356	10.02114731	0.95628025	2.85569434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2166	2.21193928	0.0	219.01078613	5.11449119	9.09521415	0.619752	0.00672	0.0	0.0	0.03840035	63.652064	0.137816	0.0	0.00505653	0.6721974	0.0	0.01172059	0.00448	0.030016	0.004536	116.7197696	86.084768	45.675616	1.34933988	0.0	17.99336504	0.0	0.15080582	0.262416	0.05851204	1.81673531	0.443632	15.34472156	312.6586083	85.31100489	58.89555821	1.0705356	10.02114731	0.94667809	2.83011243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2167	2.18560667	0.0	217.85711718	5.10783553	8.99905044	0.612374	0.00664	0.0	0.0	0.03794321	62.89430133	0.13617533	0.0	0.00499634	0.66419505	0.0	0.01158106	0.00442667	0.02965867	0.004482	115.33024853	85.05994933	45.13185867	1.33327631	0.0	17.77915831	0.0	0.14901051	0.259292	0.05781546	1.79510751	0.43835067	15.2193627	311.56371898	84.77482692	58.79746701	1.0705356	10.02114731	0.93707592	2.80453052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2168	2.15927406	0.0	216.70344824	5.10117987	8.90288672	0.604996	0.00656	0.0	0.0	0.03748606	62.13653867	0.13453467	0.0	0.00493614	0.6561927	0.0	0.01144153	0.00437333	0.02930133	0.004428	113.94072747	84.03513067	44.58810133	1.31721274	0.0	17.56495159	0.0	0.1472152	0.256168	0.05711889	1.77347971	0.43306933	15.09400384	310.46882965	84.23864896	58.69937582	1.0705356	10.02114731	0.92747376	2.77894861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2169	2.13294145	0.0	215.54977929	5.09452421	8.80672301	0.597618	0.00648	0.0	0.0	0.03702891	61.378776	0.132894	0.0	0.00487594	0.64819035	0.0	0.011302	0.00432	0.028944	0.004374	112.5512064	83.010312	44.044344	1.30114917	0.0	17.35074486	0.0	0.14541989	0.253044	0.05642232	1.75185191	0.427788	14.96864498	309.37394032	83.702471	58.60128463	1.0705356	10.02114731	0.91787159	2.75336671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2170	2.10660884	0.0	214.39611034	5.08786855	8.71055929	0.59024	0.0064	0.0	0.0	0.03657176	60.62101333	0.13125333	0.0	0.00481575	0.640188	0.0	0.01116247	0.00426667	0.02858667	0.00432	111.16168533	81.98549333	43.50058667	1.2850856	0.0	17.13653813	0.0	0.14362459	0.24992	0.05572575	1.73022411	0.42250667	14.84328612	308.279051	83.16629303	58.50319343	1.0705356	10.02114731	0.90826943	2.7277848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2171	2.08027623	0.0	213.2424414	5.08121289	8.61439558	0.582862	0.00632	0.0	0.0	0.03611462	59.86325067	0.12961267	0.0	0.00475555	0.63218565	0.0	0.01102294	0.00421333	0.02822933	0.004266	109.77216427	80.96067467	42.95682933	1.26902203	0.0	16.92233141	0.0	0.14182928	0.246796	0.05502918	1.70859631	0.41722533	14.71792726	307.18416167	82.63011507	58.40510224	1.0705356	10.02114731	0.89866726	2.70220289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2172	2.05394362	0.0	212.08877245	5.07455723	8.51823186	0.575484	0.00624	0.0	0.0	0.03565747	59.105488	0.127972	0.0	0.00469535	0.6241833	0.0	0.01088341	0.00416	0.027872	0.004212	108.3826432	79.935856	42.413072	1.25295846	0.0	16.70812468	0.0	0.14003397	0.243672	0.05433261	1.6869685	0.411944	14.5925684	306.08927234	82.09393711	58.30701105	1.0705356	10.02114731	0.8890651	2.67662098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2173	2.02761101	0.0	210.9351035	5.06790157	8.42206815	0.568106	0.00616	0.0	0.0	0.03520032	58.34772533	0.12633133	0.0	0.00463516	0.61618095	0.0	0.01074388	0.00410667	0.02751467	0.004158	106.99312213	78.91103733	41.86931467	1.23689489	0.0	16.49391795	0.0	0.13823866	0.240548	0.05363603	1.6653407	0.40666267	14.46720954	304.99438302	81.55775914	58.20891986	1.0705356	10.02114731	0.87946293	2.65103908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
